Customer_ID,Signup_Date,Age,Gender,Annual_Income,Spending_Score,Membership_Type,Preferred_Category,Total_Purchases,Total_Spent,Last_Active_Days,Satisfaction_Score,Churn
CUST1562,2025-09-03,44.0,Male,24709,57,Gold,Home & Kitchen,8,263.48,117,,0
CUST1563,2025-01-30,29.0,Male,69752,62,Silver,Clothing,10,872.59,148,4.0,0
CUST1564,2025-03-20,18.0,Female,72593,95,Gold,Beauty,12,987.54,164,,1
CUST1565,2024-08-20,,Female,37246,52,Gold,Electronics,10,450.24,6,5.0,0
CUST1566,2024-03-16,41.0,Prefer not to say,65797,61,Gold,Sports & Outdoors,6,415.49,89,3.0,0
CUST1567,2024-09-21,18.0,Male,57422,40,Gold,Electronics,11,737.98,12,4.0,0
CUST1568,2025-03-30,38.0,Female,46524,38,Bronze,Sports & Outdoors,8,462.31,79,4.0,1
CUST1569,2025-12-18,22.0,Female,79436,43,Gold,Home & Kitchen,8,611.3,29,2.0,0
CUST1570,2025-01-18,36.0,Female,33278,63,Silver,Beauty,12,530.63,158,4.0,0
CUST1571,2025-07-17,35.0,Male,85276,19,Bronze,Home & Kitchen,2,166.6,132,4.0,1
CUST1572,2025-05-20,36.0,Female,40264,100,Premium,Clothing,17,838.34,159,4.0,1
CUST1573,2025-01-01,30.0,Male,109892,50,Gold,Home & Kitchen,6,638.02,15,4.0,1
CUST1574,2024-05-23,29.0,Male,36044,33,Bronze,Electronics,6,300.75,149,1.0,1
CUST1575,2024-03-09,26.0,Female,46817,13,Silver,Home & Kitchen,1,52.67,171,4.0,1
CUST1576,2024-04-08,40.0,Female,55164,78,Silver,Home & Kitchen,9,554.05,39,5.0,0
CUST1577,2025-01-30,44.0,Male,55026,97,Gold,Beauty,19,977.83,36,1.0,1
CUST1578,2024-01-25,20.0,Non-Binary,65576,62,Silver,Clothing,4,285.06,77,3.0,0
CUST1579,2025-04-13,34.0,Female,32220,93,Gold,Electronics,5,189.79,15,5.0,0
CUST1580,2025-04-28,37.0,Female,53088,43,Silver,Clothing,5,258.27,42,3.0,0
CUST1581,2025-07-18,37.0,Female,56947,49,Gold,Home & Kitchen,11,749.12,62,4.0,0
CUST1582,2024-05-30,37.0,Male,43631,36,Bronze,Electronics,6,306.9,14,4.0,0
CUST1583,2024-05-23,30.0,Prefer not to say,63339,10,Silver,Clothing,2,114.79,171,4.0,0
CUST1584,2025-07-22,38.0,Female,31448,95,Silver,Beauty,15,559.33,136,3.0,0
CUST1585,2024-02-08,42.0,Male,47290,6,Bronze,Home & Kitchen,4,217.73,64,3.0,1
CUST1586,2024-04-18,36.0,Female,39869,57,Silver,Clothing,7,338.79,43,1.0,1
CUST1587,2025-11-23,41.0,Female,47347,1,Silver,Clothing,2,103.92,19,4.0,0
CUST1588,2024-02-11,46.0,Female,96129,71,Gold,Home & Kitchen,8,626.25,118,4.0,0
CUST1589,2024-07-04,18.0,Non-Binary,96879,58,Gold,Clothing,7,650.81,111,4.0,0
CUST1590,2025-02-01,,Female,89572,91,Premium,Home & Kitchen,10,949.98,122,4.0,0
CUST1591,2024-08-10,39.0,Female,44789,21,Silver,Electronics,5,296.68,160,2.0,1
CUST1592,2025-09-25,21.0,Female,77473,92,Gold,Beauty,17,1300.9,79,1.0,0
CUST1593,2024-05-12,44.0,Female,56363,80,Gold,Clothing,17,1213.56,99,4.0,0
CUST1594,2024-06-11,,Male,54878,56,Gold,Clothing,11,579.11,5,3.0,0
CUST1595,2024-08-02,31.0,Female,52244,87,Silver,Home & Kitchen,13,708.32,82,3.0,1
CUST1596,2024-08-22,28.0,Male,108880,20,Silver,Home & Kitchen,5,550.95,30,2.0,1
CUST1597,2025-10-19,38.0,Female,93057,54,Silver,Electronics,8,769.74,65,1.0,1
CUST1598,2025-08-10,25.0,Female,72591,25,Bronze,Beauty,5,377.22,17,3.0,0
CUST1599,2024-01-09,45.0,Female,50338,28,Bronze,Clothing,6,308.12,27,4.0,0
CUST1600,2024-03-14,33.0,Female,54746,5,Bronze,Sports & Outdoors,2,110.03,67,5.0,1
CUST1601,2025-05-06,30.0,Female,66627,21,Bronze,Beauty,5,334.47,113,5.0,1
CUST1602,2024-09-09,44.0,Male,43739,18,Bronze,Clothing,3,138.17,172,5.0,0
CUST1603,2024-08-17,31.0,Female,78430,47,Silver,Beauty,7,567.08,57,5.0,0
CUST1604,2025-06-02,46.0,Male,37277,70,Silver,Clothing,10,456.03,174,4.0,0
CUST1605,2024-06-22,46.0,Male,63030,57,Gold,Electronics,10,617.18,179,2.0,0
CUST1606,2025-10-14,18.0,Male,21563,93,Silver,Sports & Outdoors,13,405.53,163,4.0,1
CUST1607,2024-06-16,48.0,Female,43234,19,Silver,Home & Kitchen,4,151.12,128,2.0,1
CUST1608,2024-06-18,18.0,Female,123711,97,Premium,Clothing,14,1677.04,38,3.0,0
CUST1609,2025-01-27,49.0,Female,81561,65,Silver,Clothing,12,1038.61,105,2.0,0
CUST1610,2025-09-25,59.0,Male,99590,3,Silver,Clothing,2,186.87,0,4.0,0
CUST1611,2024-07-12,45.0,Female,41262,42,Bronze,Sports & Outdoors,12,545.44,74,3.0,0
CUST1612,2025-05-31,18.0,Male,56170,21,Bronze,Electronics,5,315.49,87,2.0,1
CUST1613,2024-01-29,47.0,Male,89988,99,Gold,Clothing,16,1448.34,141,3.0,1
CUST1614,2024-06-13,61.0,Female,69416,40,Silver,Clothing,8,613.7,150,5.0,0
CUST1615,2025-02-25,31.0,Male,66043,67,Silver,Clothing,11,727.68,170,4.0,1
CUST1616,2024-12-04,34.0,Male,103452,25,Silver,Clothing,5,489.54,149,5.0,0
CUST1617,2025-10-09,20.0,Male,35541,55,Silver,Electronics,7,304.6,59,2.0,1
CUST1618,2025-05-10,38.0,Male,50058,84,Silver,Electronics,14,719.38,154,2.0,1
CUST1619,2024-12-30,50.0,Female,26715,52,Silver,Clothing,7,252.35,129,4.0,0
CUST1620,2024-12-07,43.0,Male,34773,44,Bronze,Sports & Outdoors,8,309.83,166,3.0,0
CUST1621,2025-05-14,,Female,82810,98,Gold,Electronics,11,947.06,178,4.0,0
CUST1622,2025-10-18,35.0,Female,37335,85,Silver,Beauty,20,828.72,109,4.0,0
CUST1623,2025-05-25,18.0,Female,72319,56,Gold,Beauty,7,535.71,18,4.0,0
CUST1624,2024-11-22,37.0,Prefer not to say,104614,55,Silver,Beauty,13,1423.0,61,5.0,0
CUST1625,2024-08-04,18.0,Male,50184,87,Gold,Beauty,15,884.42,70,3.0,0
CUST1626,2024-10-27,28.0,Female,66342,70,Silver,Clothing,10,711.64,110,2.0,1
CUST1627,2024-05-11,54.0,Prefer not to say,72545,77,Gold,Electronics,8,549.09,132,4.0,0
CUST1628,2024-03-10,38.0,Male,33058,87,Silver,Clothing,18,890.88,71,2.0,1
CUST1629,2024-09-08,37.0,Non-Binary,42110,73,Gold,Clothing,13,723.71,77,3.0,1
CUST1630,2025-02-18,56.0,Male,36068,81,Gold,Home & Kitchen,15,664.12,99,2.0,1
CUST1631,2025-03-20,31.0,Male,43475,66,Silver,Home & Kitchen,8,394.47,70,3.0,1
CUST1632,2024-06-30,50.0,Male,71760,19,Silver,Beauty,4,282.92,6,2.0,1
CUST1633,2024-06-15,36.0,Female,42470,83,Silver,Electronics,16,949.42,49,1.0,1
CUST1634,2024-03-31,39.0,Female,53134,7,Bronze,Sports & Outdoors,4,252.79,45,4.0,0
CUST1635,2025-12-14,20.0,Female,35513,63,Gold,Clothing,13,530.43,71,4.0,0
CUST1636,2025-06-14,,Male,88010,42,Gold,Clothing,8,750.7,75,4.0,0
CUST1637,2024-02-08,18.0,Male,43329,42,Bronze,Clothing,5,289.02,73,4.0,1
CUST1638,2024-05-05,33.0,Male,99094,59,Silver,Beauty,6,584.83,141,2.0,1
CUST1639,2025-03-26,39.0,Male,55216,20,Silver,Clothing,2,118.58,72,3.0,1
CUST1640,2024-06-21,21.0,Female,30694,73,Gold,Sports & Outdoors,9,320.52,101,2.0,1
CUST1641,2025-10-14,59.0,Male,50323,17,Silver,Sports & Outdoors,4,241.89,93,4.0,0
CUST1642,2024-08-07,,Female,35225,27,Bronze,Beauty,6,253.31,68,4.0,0
CUST1643,2025-09-29,35.0,Female,68212,47,Silver,Electronics,9,625.51,64,2.0,0
CUST1644,2024-02-27,44.0,Male,48537,2,Silver,Beauty,1,55.39,61,3.0,0
CUST1645,2025-10-21,25.0,Female,57522,63,Silver,Beauty,6,353.07,19,5.0,0
CUST1646,2025-04-20,36.0,Male,46485,62,Silver,Electronics,10,613.8,153,4.0,1
CUST1647,2025-03-31,26.0,Male,43152,100,Premium,Electronics,7,390.6,43,4.0,0
CUST1648,2024-12-26,53.0,Male,36504,19,Bronze,Electronics,6,274.82,61,3.0,1
CUST1649,2024-01-01,22.0,Female,75291,17,Bronze,Electronics,6,440.92,106,2.0,1
CUST1650,2025-01-21,35.0,Male,50280,69,Gold,Clothing,18,952.45,124,,0
CUST1651,2024-12-13,38.0,Female,520000,39,Gold,Sports & Outdoors,1,200.0,44,4.0,0
CUST1652,2024-07-08,39.0,Female,49779,82,Silver,Clothing,22,1107.24,10,4.0,0
CUST1653,2025-05-19,28.0,Male,41072,71,Gold,Clothing,10,508.4,161,4.0,0
CUST1654,2024-07-09,24.0,Female,47576,81,Silver,Sports & Outdoors,12,617.21,87,4.0,0
CUST1655,2025-05-22,28.0,Female,58506,39,Silver,Clothing,10,602.57,45,4.0,0
CUST1656,2025-01-03,41.0,Male,35631,36,Bronze,Beauty,8,324.98,111,3.0,0
CUST1657,2025-02-12,33.0,Male,37755,40,Silver,Clothing,9,463.32,80,3.0,1
CUST1658,2024-04-26,44.0,Female,93522,45,Silver,Home & Kitchen,4,356.57,31,5.0,0
CUST1659,2024-05-13,40.0,Male,46608,4,Bronze,Clothing,1,60.19,97,3.0,1
CUST1660,2024-02-27,18.0,Female,43218,25,Bronze,Home & Kitchen,6,297.46,4,4.0,0
CUST1661,2025-07-09,37.0,Male,31479,69,Silver,Electronics,7,245.05,28,4.0,0
CUST1662,2025-11-15,62.0,Male,75728,30,Silver,Beauty,3,241.36,47,5.0,0
CUST1663,2025-11-02,50.0,Male,35322,76,Silver,Clothing,17,830.81,15,3.0,0
CUST1664,2024-06-21,40.0,Male,53558,68,Silver,Beauty,10,553.42,152,3.0,0
CUST1665,2024-05-28,22.0,Female,27210,88,Gold,Clothing,14,531.88,71,4.0,0
CUST1666,2024-03-20,40.0,Male,74750,29,Bronze,Electronics,4,315.54,28,4.0,0
CUST1667,2024-07-31,43.0,Female,86282,73,Silver,Home & Kitchen,9,786.42,179,4.0,0
CUST1668,2024-07-21,31.0,Female,65411,68,Silver,Electronics,11,739.4,45,3.0,0
CUST1669,2024-08-16,38.0,Female,29168,51,Silver,Beauty,7,306.0,152,3.0,1
CUST1670,2025-11-06,53.0,Female,75368,24,Bronze,Sports & Outdoors,7,535.86,22,4.0,0
CUST1671,2024-08-14,24.0,Male,38704,14,Bronze,Beauty,2,88.45,161,5.0,1
CUST1672,2025-10-20,22.0,Male,33733,69,Silver,Electronics,11,377.14,93,5.0,0
CUST1673,2025-06-15,43.0,Female,46224,18,Silver,Home & Kitchen,7,313.19,113,2.0,1
CUST1674,2025-03-16,40.0,Male,45857,42,Silver,Home & Kitchen,6,325.76,33,3.0,0
CUST1675,2025-02-05,47.0,Female,44029,57,Silver,Beauty,5,256.53,159,3.0,1
CUST1676,2024-02-16,41.0,Male,89689,83,Gold,Electronics,19,1789.38,116,5.0,0
CUST1677,2024-08-20,28.0,Female,120495,12,Silver,Clothing,2,242.13,28,4.0,1
CUST1678,2024-10-31,40.0,Female,31162,82,Silver,Clothing,14,556.4,8,3.0,0
CUST1679,2025-06-09,21.0,Female,40909,17,Bronze,Electronics,2,107.67,38,1.0,1
CUST1680,2024-05-22,31.0,Female,57053,30,Bronze,Clothing,6,358.41,134,4.0,1
CUST1681,2025-02-18,41.0,Female,46126,88,Gold,Clothing,13,684.96,109,1.0,1
CUST1682,2025-05-27,30.0,Female,63221,75,Silver,Beauty,12,801.5,68,4.0,0
CUST1683,2025-01-07,64.0,Female,77732,99,Gold,Sports & Outdoors,15,1315.08,135,4.0,1
CUST1684,2025-07-19,18.0,Male,72721,23,Bronze,Home & Kitchen,5,346.04,95,3.0,1
CUST1685,2024-09-15,28.0,Male,68770,81,Silver,Clothing,13,943.85,118,3.0,0
CUST1686,2025-10-17,23.0,Male,104639,1,Bronze,Clothing,2,197.44,117,5.0,0
CUST1687,2025-04-15,26.0,Non-Binary,28539,79,Gold,Sports & Outdoors,16,596.6,17,3.0,0
CUST1688,2024-01-12,27.0,Male,97409,32,Gold,Sports & Outdoors,5,472.33,101,2.0,0
CUST1689,2024-11-25,19.0,Female,45681,9,Silver,Sports & Outdoors,6,320.57,109,5.0,0
CUST1690,2024-12-23,44.0,Female,73768,15,Silver,Beauty,1,83.21,81,4.0,1
CUST1691,2025-02-11,28.0,Female,35695,28,Bronze,Clothing,3,162.77,176,4.0,0
CUST1692,2025-10-29,36.0,Female,37467,24,Bronze,Beauty,4,198.02,104,2.0,1
CUST1693,2025-01-07,29.0,Male,70226,60,Silver,Clothing,9,617.63,15,2.0,1
CUST1694,2024-01-08,26.0,Female,24913,35,Bronze,Clothing,5,174.44,20,1.0,1
CUST1695,2024-05-01,55.0,Female,80050,86,Premium,Home & Kitchen,15,1245.17,137,2.0,1
CUST1696,2024-12-13,46.0,Male,89198,27,Silver,Electronics,8,698.38,105,4.0,0
CUST1697,2025-11-06,18.0,Male,57858,83,Gold,Electronics,8,494.64,131,2.0,1
CUST1698,2024-03-30,18.0,Female,57030,76,Silver,Clothing,14,870.37,43,4.0,0
CUST1699,2025-10-09,47.0,Female,38606,20,Silver,Clothing,4,204.13,122,3.0,0
CUST1700,2025-11-28,28.0,Male,70574,65,Gold,Beauty,12,917.55,135,3.0,0
CUST1701,2024-11-11,18.0,Female,61926,85,Gold,Electronics,15,953.31,110,5.0,0
CUST1702,2024-06-26,47.0,Female,37273,49,Gold,Electronics,8,392.2,116,2.0,0
CUST1703,2025-06-23,37.0,Male,46076,1,Bronze,Electronics,1,62.02,125,3.0,1
CUST1704,2024-02-10,38.0,Prefer not to say,50559,10,Silver,Electronics,8,396.54,18,3.0,1
CUST1705,2025-12-04,44.0,Female,46051,47,Gold,Electronics,8,409.51,63,2.0,0
CUST1706,2025-05-16,19.0,Female,31240,59,Gold,Home & Kitchen,6,230.8,39,3.0,0
CUST1707,2024-05-24,18.0,Female,71271,96,Premium,Clothing,10,747.92,50,3.0,0
CUST1708,2024-07-19,53.0,Male,48885,62,Gold,Beauty,7,326.33,136,4.0,1
CUST1709,2025-12-24,18.0,Male,54218,86,Gold,Sports & Outdoors,12,803.85,157,4.0,1
CUST1710,2025-04-05,20.0,Male,42758,18,Bronze,Home & Kitchen,5,254.33,55,4.0,0
CUST1711,2025-07-11,22.0,Male,65169,46,Gold,Electronics,5,353.99,80,1.0,1
CUST1712,2025-06-30,59.0,Male,58344,32,Bronze,Electronics,9,580.78,171,4.0,1
CUST1713,2024-09-09,40.0,Female,87531,27,Silver,Beauty,7,597.52,142,1.0,1
CUST1714,2025-01-24,46.0,Female,65308,92,Gold,Clothing,18,1312.5,69,4.0,0
CUST1715,2025-08-16,37.0,Female,49690,18,Bronze,Beauty,5,282.17,127,4.0,1
CUST1716,2024-09-12,27.0,Female,40084,39,Bronze,Beauty,7,265.86,125,2.0,1
CUST1717,2025-12-09,42.0,Female,76192,49,Silver,Sports & Outdoors,9,701.57,60,,0
CUST1718,2025-03-25,18.0,Male,48127,93,Premium,Sports & Outdoors,12,644.62,79,5.0,0
CUST1719,2024-01-10,21.0,Male,50309,82,Silver,Home & Kitchen,11,664.49,120,4.0,0
CUST1720,2024-08-29,43.0,Female,50304,44,Silver,Clothing,8,563.42,100,3.0,0
CUST1721,2024-09-07,18.0,Female,45889,72,Gold,Sports & Outdoors,14,771.81,150,4.0,0
CUST1722,2024-01-05,32.0,Male,50656,54,Gold,Clothing,10,678.12,76,5.0,0
CUST1723,2024-04-28,33.0,Female,116438,95,Premium,Electronics,14,1520.41,174,3.0,1
CUST1724,2025-01-08,28.0,Male,35436,34,Silver,Home & Kitchen,9,372.77,144,4.0,1
CUST1725,2024-03-05,18.0,Female,38903,71,Gold,Home & Kitchen,14,646.62,125,1.0,1
CUST1726,2024-05-25,27.0,Female,93748,36,Silver,Beauty,7,666.75,179,1.0,1
CUST1727,2024-08-11,25.0,Female,46384,18,Bronze,Home & Kitchen,4,201.8,21,4.0,0
CUST1728,2024-08-26,36.0,Non-Binary,44998,38,Silver,Clothing,10,444.39,82,4.0,0
CUST1729,2024-06-25,36.0,Female,81518,59,Silver,Sports & Outdoors,12,996.56,166,4.0,1
CUST1730,2024-10-08,39.0,Female,30532,9,Bronze,Beauty,3,104.19,140,5.0,1
CUST1731,2024-03-03,26.0,Female,74848,73,Gold,Home & Kitchen,10,829.52,77,,0
CUST1732,2024-08-04,41.0,Female,54879,72,Silver,Clothing,10,639.52,94,2.0,0
CUST1733,2025-11-19,18.0,Female,64897,51,Gold,Clothing,9,587.55,108,5.0,0
CUST1734,2025-04-05,18.0,Male,64411,35,Silver,Home & Kitchen,5,354.77,109,2.0,0
CUST1735,2025-09-01,18.0,Male,41916,82,Silver,Electronics,13,613.46,51,4.0,0
CUST1736,2024-04-14,29.0,Female,82052,5,Bronze,Clothing,2,166.23,102,4.0,0
CUST1737,2024-04-08,25.0,Male,43242,14,Bronze,Home & Kitchen,2,101.65,100,1.0,1
CUST1738,2025-05-25,44.0,Male,63460,92,Gold,Clothing,15,993.08,141,3.0,0
CUST1739,2025-01-19,27.0,Non-Binary,88409,30,Gold,Clothing,8,742.62,62,4.0,0
CUST1740,2025-02-08,38.0,Female,93545,4,Silver,Electronics,2,174.72,27,5.0,0
CUST1741,2025-06-01,44.0,Female,48425,39,Silver,Clothing,4,232.16,45,4.0,0
CUST1742,2025-04-20,26.0,Male,64853,84,Silver,Beauty,7,493.97,27,4.0,0
CUST1743,2025-12-09,38.0,Male,46669,64,Gold,Clothing,11,515.55,1,,0
CUST1744,2025-10-06,47.0,Male,146701,25,Silver,Electronics,5,666.39,126,3.0,0
CUST1745,2025-03-12,20.0,Male,73621,28,Bronze,Home & Kitchen,7,496.17,16,2.0,0
CUST1746,2024-01-23,35.0,Male,55729,76,Silver,Sports & Outdoors,10,596.09,58,3.0,0
CUST1747,2025-07-18,26.0,Male,61063,66,Silver,Home & Kitchen,10,661.28,179,1.0,1
CUST1748,2025-11-07,20.0,Female,63416,78,Silver,Electronics,10,632.05,131,,0
CUST1749,2025-12-14,18.0,Female,64172,22,Bronze,Clothing,7,513.26,76,3.0,0
CUST1750,2025-04-02,,Male,48954,31,Bronze,Beauty,5,305.42,130,3.0,0
CUST1751,2024-03-23,35.0,Male,46023,23,Silver,Electronics,5,297.62,114,1.0,1
CUST1752,2024-05-24,,Female,50711,48,Silver,Home & Kitchen,10,436.69,164,4.0,0
CUST1753,2024-03-25,28.0,Male,34158,20,Bronze,Clothing,4,212.82,96,4.0,1
CUST1754,2024-03-18,44.0,Female,71822,38,Silver,Electronics,7,529.77,104,1.0,1
CUST1755,2025-04-01,40.0,Male,39103,55,Silver,Beauty,7,334.76,23,5.0,0
CUST1756,2024-01-01,28.0,Male,35265,68,Gold,Home & Kitchen,14,614.29,34,1.0,0
CUST1757,2024-02-20,55.0,Male,53578,79,Silver,Home & Kitchen,12,636.51,1,5.0,0
CUST1758,2025-11-15,,Male,51153,88,Gold,Electronics,10,594.26,32,1.0,0
CUST1759,2025-12-17,35.0,Female,59545,89,Premium,Electronics,12,872.17,75,5.0,0
CUST1760,2025-03-21,18.0,Female,42931,1,Bronze,Home & Kitchen,3,154.64,85,1.0,0
CUST1761,2025-03-24,45.0,Female,46056,7,Silver,Home & Kitchen,3,143.41,137,4.0,1
CUST1762,2025-05-02,18.0,Male,71074,57,Silver,Electronics,8,532.81,80,3.0,0
CUST1763,2024-02-03,52.0,Female,69364,95,Gold,Electronics,13,927.33,61,4.0,0
CUST1764,2024-12-13,48.0,Female,68217,12,Bronze,Electronics,1,68.13,42,3.0,0
CUST1765,2024-04-04,56.0,Female,54623,5,Bronze,Sports & Outdoors,2,128.06,120,1.0,1
CUST1766,2024-03-12,38.0,Male,57653,50,Silver,Beauty,8,559.17,58,4.0,0
CUST1767,2025-07-04,30.0,Male,59089,42,Silver,Sports & Outdoors,6,399.53,8,,0
CUST1768,2024-06-02,29.0,Female,41449,12,Silver,Electronics,1,49.12,76,5.0,0
CUST1769,2024-09-06,28.0,Female,97173,18,Silver,Sports & Outdoors,7,667.2,62,1.0,1
CUST1770,2025-11-04,46.0,Male,91791,66,Gold,Electronics,11,1010.33,51,3.0,0
CUST1771,2025-03-13,43.0,Male,74038,74,Silver,Clothing,9,638.09,22,4.0,0
CUST1772,2024-04-27,36.0,Female,45446,79,Gold,Beauty,12,670.6,29,3.0,0
CUST1773,2024-11-01,26.0,Female,66856,94,Premium,Clothing,11,718.4,170,2.0,1
CUST1774,2024-09-24,66.0,Male,79697,17,Silver,Clothing,3,260.99,20,4.0,0
CUST1775,2024-02-23,45.0,Female,33036,68,Gold,Electronics,4,162.86,42,4.0,0
CUST1776,2024-08-23,18.0,Female,106132,71,Premium,Electronics,21,2259.54,134,5.0,1
CUST1777,2025-01-23,28.0,Non-Binary,26873,62,Silver,Home & Kitchen,16,480.45,15,3.0,0
CUST1778,2025-02-04,46.0,Female,71430,41,Gold,Home & Kitchen,4,314.58,22,4.0,0
CUST1779,2025-09-15,25.0,Male,96370,95,Gold,Beauty,19,1940.3,86,3.0,0
CUST1780,2024-10-29,39.0,Female,51503,34,Silver,Home & Kitchen,6,309.07,30,3.0,0
CUST1781,2024-07-25,46.0,Male,50739,70,Silver,Home & Kitchen,11,623.86,120,4.0,0
CUST1782,2024-08-16,18.0,Female,70382,45,Silver,Electronics,12,903.91,68,3.0,0
CUST1783,2025-07-31,33.0,Female,113028,58,Silver,Electronics,6,666.66,133,,0
CUST1784,2024-03-15,34.0,Male,48156,51,Gold,Sports & Outdoors,13,694.62,114,3.0,0
CUST1785,2025-03-10,30.0,Female,39429,34,Bronze,Electronics,7,316.95,58,4.0,0
CUST1786,2024-04-12,38.0,Non-Binary,45484,44,Silver,Home & Kitchen,12,650.04,155,5.0,1
CUST1787,2025-02-25,42.0,Male,28958,15,Silver,Electronics,3,122.68,145,4.0,1
CUST1788,2025-12-04,36.0,Female,77168,78,Gold,Home & Kitchen,11,837.87,76,3.0,0
CUST1789,2024-11-01,30.0,Female,43870,70,Silver,Home & Kitchen,16,758.93,137,4.0,0
CUST1790,2024-04-07,42.0,Female,49578,50,Silver,Electronics,10,623.72,6,4.0,0
CUST1791,2024-11-30,35.0,Male,77535,32,Gold,Clothing,7,561.06,36,1.0,1
CUST1792,2025-03-10,32.0,Male,46345,67,Gold,Home & Kitchen,11,464.89,172,1.0,1
CUST1793,2025-03-22,19.0,Male,73004,3,Bronze,Clothing,1,81.92,85,1.0,1
CUST1794,2024-11-03,18.0,Female,35575,86,Gold,Electronics,20,833.2,15,3.0,0
CUST1795,2024-09-05,19.0,Male,79073,86,Gold,Home & Kitchen,18,1462.1,115,4.0,0
CUST1796,2024-06-14,38.0,Non-Binary,61784,74,Gold,Electronics,10,683.61,117,,1
CUST1797,2025-04-25,34.0,Male,52010,51,Gold,Beauty,16,814.77,13,3.0,0
CUST1798,2024-11-30,18.0,Female,56783,67,Silver,Clothing,8,487.0,138,5.0,1
CUST1799,2025-06-25,42.0,Male,32206,76,Silver,Electronics,16,774.82,86,4.0,0
CUST1800,2024-04-15,51.0,Male,56265,93,Premium,Home & Kitchen,9,606.01,161,4.0,0
CUST1801,2025-07-16,27.0,Male,50917,48,Gold,Clothing,3,167.94,103,3.0,1
CUST1802,2024-03-21,18.0,Male,32560,17,Bronze,Clothing,8,365.7,140,2.0,1
CUST1803,2024-05-12,,Female,41200,7,Bronze,Clothing,3,160.71,166,1.0,1
CUST1804,2024-05-17,45.0,Female,51171,13,Bronze,Clothing,5,308.13,43,2.0,1
CUST1805,2024-07-02,,Female,42265,66,Silver,Clothing,7,311.43,27,3.0,0
CUST1806,2025-02-04,23.0,Non-Binary,20533,4,Silver,Electronics,5,201.58,167,4.0,1
CUST1807,2024-11-25,53.0,Female,82883,10,Bronze,Clothing,1,81.75,15,1.0,1
CUST1808,2025-05-22,51.0,Female,50909,88,Gold,Clothing,14,811.59,49,2.0,0
CUST1809,2024-03-09,26.0,Female,21699,17,Bronze,Home & Kitchen,4,125.3,114,2.0,1
CUST1810,2025-06-29,26.0,Female,126579,52,Silver,Home & Kitchen,16,1946.1,155,4.0,1
CUST1811,2024-02-22,27.0,Male,88538,6,Bronze,Clothing,1,84.46,67,4.0,0
CUST1812,2025-03-25,28.0,Female,46865,83,Gold,Beauty,15,793.93,91,4.0,0
CUST1813,2024-07-23,46.0,Male,38470,69,Gold,Beauty,7,335.8,120,3.0,0
CUST1814,2024-05-05,40.0,Female,63317,96,Premium,Home & Kitchen,12,886.65,139,3.0,1
CUST1815,2024-02-12,45.0,Female,58429,74,Gold,Home & Kitchen,7,484.47,15,1.0,1
CUST1816,2024-04-20,43.0,Male,66934,9,Bronze,Clothing,1,76.55,52,2.0,1
CUST1817,2025-10-24,55.0,Male,38514,91,Gold,Beauty,18,925.89,48,5.0,0
CUST1818,2024-07-01,22.0,Female,83595,77,Gold,Electronics,6,563.38,163,5.0,0
CUST1819,2024-04-04,39.0,Female,44589,83,Gold,Clothing,11,557.77,61,4.0,0
CUST1820,2025-01-08,18.0,Male,70752,21,Bronze,Home & Kitchen,4,292.68,83,5.0,0
CUST1821,2025-06-03,19.0,Female,39177,24,Bronze,Electronics,7,326.57,153,4.0,1
CUST1822,2024-12-25,34.0,Female,155421,4,Gold,Electronics,3,432.64,55,1.0,1
CUST1823,2025-11-26,40.0,Female,71171,24,Bronze,Home & Kitchen,4,268.51,119,5.0,0
CUST1824,2024-10-07,33.0,Non-Binary,170814,59,Gold,Home & Kitchen,7,1110.68,89,1.0,1
CUST1825,2024-07-13,28.0,Female,75032,99,Premium,Home & Kitchen,16,1280.11,149,4.0,0
CUST1826,2024-07-13,30.0,Male,43047,3,Bronze,Beauty,2,99.17,119,3.0,1
CUST1827,2025-10-28,51.0,Female,75086,68,Gold,Electronics,11,756.63,72,3.0,0
CUST1828,2024-04-02,30.0,Female,77255,40,Silver,Electronics,6,476.92,68,,1
CUST1829,2025-11-02,55.0,Male,62565,48,Gold,Home & Kitchen,10,606.64,176,3.0,1
CUST1830,2024-03-01,44.0,Male,69341,54,Silver,Clothing,10,749.21,97,3.0,0
CUST1831,2025-09-25,40.0,Male,73081,35,Silver,Home & Kitchen,5,382.49,1,3.0,0
CUST1832,2024-02-20,20.0,Female,36212,95,Gold,Electronics,5,231.32,52,3.0,0
CUST1833,2025-02-06,46.0,Female,35196,56,Silver,Clothing,8,312.2,118,5.0,0
CUST1834,2024-01-05,29.0,Female,39220,89,Gold,Clothing,15,809.87,6,4.0,0
CUST1835,2025-04-10,20.0,Non-Binary,56707,40,Gold,Home & Kitchen,8,504.86,147,3.0,1
CUST1836,2025-08-26,41.0,Female,49284,77,Silver,Clothing,8,411.99,157,2.0,1
CUST1837,2025-11-12,18.0,Male,36476,68,Silver,Clothing,6,289.77,74,4.0,1
CUST1838,2025-06-17,25.0,Male,73479,46,Silver,Clothing,6,460.33,94,2.0,0
CUST1839,2025-02-08,34.0,Male,60346,78,Silver,Electronics,11,819.2,2,2.0,0
CUST1840,2025-05-27,61.0,Male,57653,13,Silver,Electronics,6,361.68,78,3.0,0
CUST1841,2025-10-06,26.0,Female,48603,27,Bronze,Clothing,5,246.32,16,5.0,0
